Ticker,Year,Month,Avg_Close,Avg_Volume,Avg_Return,Monthly_High,Monthly_Low
NBP.KA,2025,3,63.2,5728375.0,-0.32,67.39,59.92
AKBL.KA,2025,7,61.73,11449567.0,0.8,67.51,47.98
BOP.KA,2022,8,3.37,3109413.0,0.06,3.71,3.03
BOK.KA,2021,9,10.16,6873.0,1.12,10.48,9.55
FABL.KA,2021,7,7.25,366714.0,0.24,7.97,6.77
FABL.KA,2025,1,42.83,1372859.0,-0.16,44.8,40.42
SBL.KA,2026,1,14.93,1502494.0,-1.14,16.62,13.7
SILK.KA,2023,11,1.01,4641045.0,-0.23,1.18,0.93
HBL.KA,2022,9,60.94,770599.0,-1.26,66.29,50.78
HBL.KA,2024,4,95.11,7490166.0,0.26,100.42,87.26
SNBL.KA,2021,3,4.04,810500.0,-0.1,4.22,3.86
JSBL.KA,2022,11,4.49,1444705.0,1.15,5.45,3.72
SBL.KA,2023,3,7.02,1318.0,0.09,8.24,6.5
SCBPL.KA,2022,2,14.25,6650.0,-0.93,15.12,13.24
HMB.KA,2021,9,21.94,202523.0,0.35,23.66,20.62
HMB.KA,2023,7,20.65,497091.0,-0.06,23.16,18.48
MEBL.KA,2023,1,65.0,1349520.0,-0.88,70.56,59.64
NBP.KA,2023,7,16.21,1661909.0,0.56,19.39,15.19
BAHL.KA,2023,10,38.45,1323248.0,1.17,49.68,31.87
BAHL.KA,2024,6,87.92,633357.0,0.15,101.13,79.49
BOP.KA,2023,3,2.6,2336680.0,-0.57,2.7,2.47
FABL.KA,2025,11,82.97,822470.0,-0.45,87.35,78.72
JSBL.KA,2022,6,3.92,125750.0,-0.05,4.19,3.45
HBL.KA,2021,9,77.15,2490670.0,-0.82,82.09,71.73
MCB.KA,2025,3,251.25,306263.0,-0.28,258.71,243.73
NBP.KA,2024,11,47.78,5248497.0,0.46,56.49,44.04
BAHL.KA,2026,2,175.97,753823.0,-1.17,197.34,160.41
FABL.KA,2022,1,10.49,1008568.0,0.25,11.16,9.43
SNBL.KA,2021,4,3.93,850595.0,-0.28,4.09,3.86
SNBL.KA,2022,8,5.06,625239.0,0.86,5.35,4.55
MCB.KA,2025,12,357.67,440191.0,-0.04,372.33,346.13
BAHL.KA,2021,10,35.72,560356.0,-0.21,37.35,33.47
BAHL.KA,2024,10,93.01,864995.0,0.39,100.29,85.32
BOP.KA,2025,1,7.88,13792942.0,-0.73,8.65,7.39
BOK.KA,2025,6,14.57,11496.0,-0.09,16.64,13.27
SILK.KA,2023,1,0.92,1055065.0,-1.96,1.01,0.85
SCBPL.KA,2026,1,69.34,58076.0,-0.09,71.67,65.51
HMB.KA,2021,5,19.1,537864.0,0.25,21.23,18.25
BAHL.KA,2022,7,32.72,171942.0,-0.52,34.36,30.58
BOK.KA,2023,11,8.05,3023.0,1.35,9.05,7.42
SILK.KA,2024,11,0.92,9423459.0,-0.91,0.99,0.89
AKBL.KA,2024,5,19.45,1267164.0,-0.07,20.13,18.99
AKBL.KA,2024,11,26.72,1980562.0,0.91,34.94,24.15
BOP.KA,2022,9,3.25,1370836.0,-0.87,3.55,3.09
SNBL.KA,2022,2,4.68,1139225.0,-0.52,5.06,4.5
HMB.KA,2021,11,23.14,173023.0,-0.35,24.72,21.94
HMB.KA,2023,9,25.91,113900.0,0.11,27.57,25.0
BAFL.KA,2026,2,122.73,3192613.0,-0.56,133.39,112.45
MEBL.KA,2022,5,80.97,1000904.0,-0.45,85.84,77.63
MEBL.KA,2025,3,221.08,1066776.0,0.05,230.25,213.36
SNBL.KA,2023,9,5.47,41900.0,-0.35,5.61,5.33
SCBPL.KA,2025,7,61.41,90465.0,-0.14,64.84,56.71
HBL.KA,2023,8,79.35,3962267.0,0.09,83.51,73.99
BIPL.KA,2021,5,7.12,1039205.0,0.04,7.34,6.69
SBL.KA,2021,4,6.22,60762.0,0.22,7.07,5.48
MEBL.KA,2024,5,192.27,1637511.0,0.45,210.17,178.05
NBP.KA,2021,11,25.74,685023.0,-0.1,27.64,24.17
BAHL.KA,2024,12,115.53,725516.0,-0.32,125.14,104.58
FABL.KA,2021,11,10.57,987682.0,-0.98,11.85,9.66
HMB.KA,2021,8,20.41,460957.0,0.34,21.46,19.3
UBL.KA,2023,12,148.32,860519.0,-0.22,159.76,137.43
MCB.KA,2025,4,252.04,1088897.0,-0.33,265.18,242.54
ABL.KA,2022,3,50.08,74891.0,0.06,52.07,49.11
ABL.KA,2022,12,40.86,68333.0,-0.05,41.3,37.62
ABL.KA,2025,7,171.12,546769.0,0.39,205.24,138.29
NBP.KA,2025,9,153.95,9897444.0,0.49,176.98,129.56
BAHL.KA,2024,9,83.73,961794.0,-0.17,88.34,79.81
SBL.KA,2023,10,8.77,35457.0,1.46,10.0,7.5
SILK.KA,2022,2,1.3,1816575.0,-1.32,1.47,1.15
SILK.KA,2023,8,1.0,2199674.0,-0.98,1.09,0.88
HMB.KA,2022,8,20.9,82370.0,0.28,22.35,18.76
NBP.KA,2024,12,52.67,7299361.0,-0.22,59.92,44.27
FABL.KA,2022,10,11.6,927568.0,-0.01,13.13,10.92
HMB.KA,2022,9,20.2,51738.0,-0.13,21.87,18.91
UBL.KA,2022,9,81.64,369524.0,-0.42,84.69,79.07
BAFL.KA,2024,4,44.14,1662760.0,0.62,47.55,40.91
BAHL.KA,2021,6,36.81,565945.0,-0.72,38.54,35.45
BOP.KA,2023,12,4.09,44509745.0,0.74,5.31,3.42
SNBL.KA,2025,11,24.02,1003413.0,-0.71,25.15,23.21
SBL.KA,2024,11,10.49,27836.0,-2.22,12.49,9.11
HMB.KA,2021,10,22.25,420333.0,0.24,23.46,20.99
FABL.KA,2021,12,9.6,515409.0,-0.76,10.39,9.11
HMB.KA,2024,7,58.82,325536.0,0.21,62.0,53.03
NBP.KA,2023,9,16.76,740625.0,0.74,17.75,15.89
BAHL.KA,2025,2,129.18,373954.0,-0.08,138.85,122.31
AKBL.KA,2025,10,91.4,5252219.0,0.09,104.88,80.37
BOK.KA,2022,11,9.35,1841.0,1.58,9.6,8.7
BIPL.KA,2021,8,6.74,147500.0,-0.34,7.09,6.51
JSBL.KA,2021,10,5.01,503095.0,-0.38,5.3,4.75
SBL.KA,2023,7,7.88,36773.0,0.71,8.25,6.85
SCBPL.KA,2021,11,15.03,7227.0,1.45,15.67,14.13
SCBPL.KA,2023,5,12.47,19870.0,0.52,12.92,11.73
MCB.KA,2022,1,83.38,503945.0,0.23,85.37,79.59
MEBL.KA,2021,3,56.19,400943.0,-0.42,57.35,52.7
MEBL.KA,2022,7,72.06,642855.0,0.29,77.17,69.69
BOK.KA,2024,10,9.78,4740.0,-1.0,10.92,8.34
JSBL.KA,2022,2,4.56,43375.0,-0.57,4.88,4.23
ABL.KA,2023,7,49.14,21750.0,0.03,52.16,46.64
MEBL.KA,2024,11,210.5,2760599.0,0.26,253.52,199.39
BAHL.KA,2022,2,38.87,476404.0,0.16,40.27,37.2
BOP.KA,2021,5,4.1,3915815.0,-0.01,4.41,3.98
BOK.KA,2023,10,8.12,1913.0,1.84,8.63,7.39
FABL.KA,2021,8,7.62,2792152.0,0.54,8.37,7.17
NBP.KA,2022,10,19.62,173500.0,-0.29,20.38,18.93
AKBL.KA,2023,11,15.61,1449773.0,0.73,18.07,13.92
MCB.KA,2021,4,81.7,399257.0,-0.56,84.27,77.11
ABL.KA,2021,9,38.96,42318.0,-0.58,40.57,38.04
NBP.KA,2025,8,122.86,10862039.0,0.55,133.79,106.69
FABL.KA,2025,3,44.17,894685.0,-0.35,45.57,42.9
JSBL.KA,2023,5,4.5,286478.0,-0.87,5.0,4.0
SCBPL.KA,2023,8,14.03,370804.0,-0.19,17.11,12.69
HBL.KA,2023,3,55.53,2073206.0,-0.12,59.12,51.57
ABL.KA,2026,3,166.92,138437.0,-0.13,174.77,148.47
FABL.KA,2025,10,86.6,3061461.0,-0.41,95.47,79.47
SNBL.KA,2024,10,11.79,1124432.0,-0.5,12.17,11.33
SBL.KA,2024,4,11.24,194147.0,-0.09,13.0,10.41
HBL.KA,2022,11,50.79,925958.0,-0.41,53.05,49.52
ABL.KA,2023,6,46.36,92095.0,0.04,47.3,45.21
BAFL.KA,2023,3,19.83,732107.0,-0.63,20.7,18.8
BAFL.KA,2026,3,111.56,1835564.0,-0.29,120.73,104.18
FABL.KA,2022,2,10.73,1265250.0,-0.1,11.54,10.06
SNBL.KA,2021,6,4.23,1392932.0,0.28,4.6,4.14
MCB.KA,2023,4,74.01,272533.0,0.21,76.69,71.75
BAFL.KA,2022,9,19.85,629079.0,-0.95,20.52,18.92
MEBL.KA,2021,4,54.79,821766.0,-0.48,56.4,52.8
AKBL.KA,2023,1,13.54,53350.0,0.32,14.09,12.73
AKBL.KA,2025,5,41.78,1340981.0,0.33,46.76,32.64
BOP.KA,2021,9,4.33,5206472.0,-0.43,4.55,4.19
HBL.KA,2025,3,139.11,700798.0,-0.17,143.4,133.81
BAFL.KA,2024,6,51.77,1252938.0,0.49,59.15,44.72
NBP.KA,2025,7,103.91,5933098.0,0.32,110.59,95.26
BAHL.KA,2021,4,33.03,386268.0,0.11,35.27,31.3
SBL.KA,2025,1,9.41,19001.0,0.91,9.98,8.52
SILK.KA,2025,2,1.09,11263199.0,-0.04,1.21,1.0
HMB.KA,2021,7,19.39,177595.0,0.29,19.78,18.98
UBL.KA,2024,11,299.94,1287473.0,0.08,348.49,283.83
UBL.KA,2025,12,388.16,1190086.0,0.36,418.94,364.92
ABL.KA,2021,4,37.66,124881.0,0.03,39.6,36.7
NBP.KA,2022,2,25.85,785275.0,0.03,27.94,21.82
AKBL.KA,2023,9,11.94,144600.0,-0.25,12.39,11.65
SBL.KA,2022,12,6.37,7952.0,-1.18,7.79,5.5
SILK.KA,2024,3,0.97,2017425.0,-1.15,1.06,0.93
HBL.KA,2022,5,74.26,1068799.0,-0.54,78.72,71.4
UBL.KA,2022,11,77.67,467533.0,-0.19,79.8,75.86
UBL.KA,2025,10,371.36,1258837.0,0.12,393.47,351.22
BAFL.KA,2022,7,16.86,294187.0,-0.67,18.38,15.61
BAHL.KA,2024,1,63.78,905929.0,-0.35,68.38,60.78
BOK.KA,2024,9,9.76,5917.0,-0.67,10.53,8.93
SBL.KA,2022,8,8.35,18217.0,0.07,9.3,7.44
SCBPL.KA,2026,3,63.8,20480.0,-0.57,70.89,60.2
HMB.KA,2024,5,49.28,152062.0,0.66,51.3,45.96
NBP.KA,2025,12,194.49,7321347.0,0.24,212.12,179.05
AKBL.KA,2022,3,12.67,90800.0,-0.14,13.24,12.3
BOP.KA,2024,4,4.17,10308322.0,-1.0,4.48,3.92
UBL.KA,2022,2,95.66,775380.0,0.31,100.32,92.74
MCB.KA,2021,12,78.99,425303.0,-0.22,81.98,76.25
AKBL.KA,2024,2,18.35,1632850.0,0.09,19.58,17.29
AKBL.KA,2024,9,21.34,1165781.0,-0.89,24.21,20.07
HMB.KA,2025,6,88.46,316589.0,0.21,93.91,81.94
UBL.KA,2025,1,354.16,1073833.0,0.04,379.04,335.93
AKBL.KA,2021,8,14.27,191050.0,-0.06,15.2,13.51
AKBL.KA,2023,12,18.14,7590000.0,0.22,20.5,16.55
BOK.KA,2024,12,11.75,21308.0,1.34,12.8,10.37
SBL.KA,2025,3,8.59,461552.0,-0.33,9.99,7.32
UBL.KA,2023,11,137.32,1939746.0,0.64,157.26,128.98
MCB.KA,2025,8,334.91,791449.0,-0.08,346.97,323.12
SBL.KA,2023,5,7.04,4565.0,1.21,7.6,5.97
SBL.KA,2023,9,8.63,13225.0,0.18,9.4,7.5
HBL.KA,2021,3,77.1,936663.0,-1.27,80.65,74.2
HBL.KA,2022,1,81.24,712290.0,0.08,83.49,78.44
NBP.KA,2022,3,23.58,587457.0,0.17,24.83,22.17
BAHL.KA,2021,5,35.16,907908.0,0.32,38.38,33.1
MCB.KA,2024,3,149.61,679928.0,0.08,158.48,143.71
BAFL.KA,2022,1,17.04,1925540.0,0.39,18.45,16.04
BAHL.KA,2024,4,72.91,798077.0,0.58,79.06,67.92
AKBL.KA,2021,6,15.09,398344.0,0.14,15.54,14.72
AKBL.KA,2022,6,11.85,199316.0,0.31,12.32,11.35
AKBL.KA,2025,3,36.41,520588.0,-0.78,39.04,34.19
BOK.KA,2023,6,9.36,2548.0,1.36,9.77,8.51
BIPL.KA,2023,12,16.31,3135495.0,-0.05,18.07,14.61
FABL.KA,2025,9,75.69,2462019.0,0.03,92.68,72.55
HBL.KA,2023,2,55.52,2718283.0,-0.59,60.98,50.71
BAFL.KA,2023,9,28.34,4030932.0,-0.42,29.98,27.45
FABL.KA,2022,12,16.84,1261074.0,-1.32,18.24,15.16
JSBL.KA,2021,4,5.18,484333.0,-0.25,5.59,5.01
SILK.KA,2023,3,0.91,2279477.0,-1.41,1.11,0.82
BIPL.KA,2025,2,21.08,631848.0,0.0,22.55,19.24
JSBL.KA,2024,1,9.88,1606283.0,1.11,10.5,9.02
SBL.KA,2022,5,11.09,114326.0,0.73,12.99,8.7
MCB.KA,2022,12,69.5,310638.0,-0.62,72.18,65.54
NBP.KA,2024,4,32.32,6356519.0,0.12,34.42,29.16
AKBL.KA,2023,5,11.53,177261.0,-0.92,12.36,10.88
BOP.KA,2021,7,4.36,2470050.0,-0.47,4.61,4.28
FABL.KA,2023,2,15.23,1810449.0,-0.91,16.44,14.5
SBL.KA,2025,2,8.93,5979.0,-0.33,9.45,8.1
HMB.KA,2025,10,113.84,364342.0,-0.09,121.65,101.46
BOK.KA,2024,5,9.4,7546.0,0.52,10.13,8.72
SNBL.KA,2021,8,4.15,173391.0,-0.3,4.32,4.02
HMB.KA,2022,5,23.71,211696.0,-0.32,26.87,22.13
HMB.KA,2022,7,20.22,112095.0,-0.29,21.46,18.9
ABL.KA,2022,9,40.61,29333.0,-0.32,41.83,39.33
AKBL.KA,2024,10,25.03,898779.0,-0.64,27.3,22.75
FABL.KA,2022,11,17.5,2823696.0,0.31,19.88,12.7
SNBL.KA,2023,5,5.59,29457.0,0.2,6.15,5.35
JSBL.KA,2024,2,9.1,859625.0,0.14,9.98,8.15
UBL.KA,2022,6,82.73,868009.0,-0.55,88.93,75.98
UBL.KA,2023,7,110.37,2683090.0,0.93,125.28,96.89
MEBL.KA,2023,11,118.27,2938681.0,0.39,131.55,106.7
AKBL.KA,2025,6,45.96,1939326.0,-0.07,48.86,43.89
BOP.KA,2022,5,3.61,2176948.0,-0.67,4.0,3.36
BIPL.KA,2023,4,7.68,1005000.0,0.94,9.8,6.74
UBL.KA,2025,3,362.63,544442.0,-0.07,384.29,349.62
SBL.KA,2021,10,10.02,147190.0,0.71,11.4,8.79
SCBPL.KA,2021,6,14.53,13795.0,1.81,15.68,13.82
HBL.KA,2023,11,80.84,3387361.0,0.36,94.21,74.83
MCB.KA,2021,11,81.51,2041027.0,-0.31,85.65,78.36
MCB.KA,2025,11,342.03,348356.0,-0.31,357.72,335.01
BAFL.KA,2023,1,18.37,1349488.0,-0.34,19.59,17.31
SBL.KA,2023,12,10.35,97405.0,7.11,12.18,7.91
SCBPL.KA,2025,4,54.05,54901.0,0.0,57.54,47.49
HMB.KA,2025,3,82.63,116279.0,-0.47,84.53,80.83
NBP.KA,2022,11,19.39,171023.0,-0.05,19.85,18.97
BOP.KA,2021,10,4.44,7449219.0,0.42,4.79,4.12
BIPL.KA,2021,12,8.46,408136.0,-0.83,8.92,8.05
SCBPL.KA,2023,6,12.38,3286.0,-0.2,12.79,11.7
SCBPL.KA,2023,7,12.79,253500.0,0.73,13.67,11.96
HMB.KA,2025,1,84.91,86924.0,0.31,88.53,76.35
HBL.KA,2025,9,251.28,2163983.0,0.23,288.55,239.18
UBL.KA,2021,8,82.2,801151.0,-0.22,84.21,78.66
BAFL.KA,2023,7,24.27,2697859.0,0.95,28.2,21.19
MEBL.KA,2021,8,73.21,1156628.0,0.42,83.9,62.54
NBP.KA,2021,10,25.28,367690.0,0.69,26.94,24.11
NBP.KA,2026,3,198.2,9768044.0,-0.92,217.54,176.0
BOP.KA,2023,7,2.56,10126568.0,0.68,2.99,2.3
BIPL.KA,2026,3,24.18,711525.0,-0.35,25.54,22.41
HBL.KA,2025,1,155.49,2153888.0,-0.26,163.16,152.1
UBL.KA,2025,5,469.47,1225397.0,-0.08,502.52,403.57
MEBL.KA,2021,12,83.2,816294.0,-0.65,89.07,79.8
BOP.KA,2022,7,3.18,868424.0,-0.47,3.34,3.01
FABL.KA,2021,4,6.34,175762.0,-0.14,6.64,6.07
FABL.KA,2024,8,39.55,2084297.0,-0.23,41.3,37.67
SCBPL.KA,2022,5,13.91,6870.0,0.25,15.03,13.29
SCBPL.KA,2023,2,11.14,55875.0,0.29,11.74,10.27
HBL.KA,2023,5,57.17,3428071.0,-0.28,62.3,55.28
ABL.KA,2024,12,121.45,79298.0,-0.35,136.13,102.02
BOP.KA,2023,1,2.74,1731783.0,-0.01,2.86,2.6
BIPL.KA,2023,9,10.71,2506221.0,0.82,12.5,9.53
SCBPL.KA,2024,1,26.57,23261.0,0.4,27.42,24.9
HBL.KA,2025,2,144.07,1286424.0,-1.03,157.89,133.45
ABL.KA,2024,10,96.78,42112.0,-0.05,106.27,90.98
BAFL.KA,2025,4,66.56,7197257.0,-0.53,69.77,62.61
BAHL.KA,2023,11,52.17,1299251.0,0.63,57.71,47.11
BIPL.KA,2023,8,11.7,2387195.0,-0.74,13.23,10.26
SNBL.KA,2024,7,10.26,1527664.0,0.12,10.97,9.26
SCBPL.KA,2022,8,10.63,291630.0,0.39,11.35,9.91
ABL.KA,2022,8,41.14,53000.0,-0.09,43.55,38.78
BAFL.KA,2021,11,16.75,2166460.0,-0.69,17.74,16.04
AKBL.KA,2023,10,13.34,436087.0,0.91,14.45,11.89
AKBL.KA,2026,3,81.49,1825764.0,-0.42,90.79,73.22
HMB.KA,2021,12,22.05,403841.0,-0.36,23.19,20.94
FABL.KA,2024,5,31.78,4403646.0,-0.15,37.14,29.36
MCB.KA,2024,8,181.05,343016.0,-0.47,189.07,176.55
FABL.KA,2022,9,11.58,1349619.0,-0.26,12.26,11.11
ABL.KA,2022,1,50.05,98068.0,0.1,53.08,46.69
ABL.KA,2025,11,173.11,77715.0,-0.37,184.94,166.0
BAHL.KA,2025,3,133.6,144604.0,-0.56,138.47,126.48
BIPL.KA,2025,4,18.9,1524855.0,-0.84,20.57,17.89
SNBL.KA,2022,6,4.97,174500.0,-0.36,5.3,4.82
SBL.KA,2024,6,11.0,111319.0,-0.39,12.45,9.87
SILK.KA,2024,1,1.06,2294891.0,-0.39,1.24,1.02
BAFL.KA,2022,12,19.06,11269268.0,-0.91,20.63,18.05
AKBL.KA,2022,7,11.57,25820.0,0.23,12.13,11.15
BOP.KA,2025,5,8.8,13407252.0,-0.28,9.2,7.34
BIPL.KA,2022,6,7.51,132659.0,-1.34,8.15,6.93
SNBL.KA,2023,12,6.26,798405.0,-0.01,6.98,5.91
SNBL.KA,2024,5,8.56,1657750.0,-0.07,9.68,7.79
JSBL.KA,2025,7,14.74,1528144.0,-0.4,16.75,13.51
SCBPL.KA,2022,7,9.93,70952.0,1.07,10.75,9.3
MEBL.KA,2024,3,158.98,1609526.0,0.36,179.67,146.97
NBP.KA,2021,7,26.28,249000.0,-0.04,27.66,25.14
BAFL.KA,2024,5,49.61,1042109.0,0.18,52.85,46.19
SNBL.KA,2024,3,7.48,625300.0,-0.65,7.85,7.25
HMB.KA,2023,2,18.65,67950.0,0.31,19.88,18.2
ABL.KA,2021,10,42.73,956595.0,0.76,45.64,38.04
AKBL.KA,2022,2,14.43,403305.0,-1.23,16.12,12.5
ABL.KA,2024,1,63.61,13196.0,0.58,66.37,61.26
BAFL.KA,2021,8,14.4,1267260.0,-0.07,15.26,13.77
MEBL.KA,2021,10,82.1,1171040.0,-0.07,87.4,78.64
AKBL.KA,2022,9,12.35,131839.0,0.09,12.83,11.85
BOP.KA,2024,8,3.98,3829131.0,-0.78,4.33,3.85
BOK.KA,2022,4,10.55,1900.0,0.36,11.15,10.16
SNBL.KA,2022,7,4.9,52357.0,0.19,5.06,4.82
JSBL.KA,2022,7,3.75,20405.0,0.98,3.99,3.41
SCBPL.KA,2026,2,69.24,44448.0,-0.3,75.49,61.16
HBL.KA,2021,4,77.16,1099125.0,-0.03,83.36,72.33
BAFL.KA,2026,1,117.84,2607715.0,0.4,125.48,102.28
BAHL.KA,2026,1,192.5,974655.0,-0.3,199.04,182.78
BIPL.KA,2024,5,17.92,950929.0,-0.2,19.06,17.37
JSBL.KA,2024,9,9.06,194777.0,-1.9,9.5,8.51
SCBPL.KA,2021,5,14.63,13250.0,1.86,15.28,13.35
SCBPL.KA,2022,12,10.4,12095.0,0.61,10.85,9.91
ABL.KA,2024,11,105.71,102759.0,0.3,127.52,98.94
BAFL.KA,2024,11,60.78,2166533.0,0.6,73.15,57.14
MEBL.KA,2022,2,82.34,591774.0,-0.12,88.51,77.71
MEBL.KA,2024,2,138.02,1705407.0,0.76,156.11,127.58
BOP.KA,2021,3,4.23,3741581.0,-0.91,4.37,4.15
BOP.KA,2024,3,4.06,11399666.0,-0.41,4.35,3.87
BOP.KA,2024,6,3.73,5113149.0,-0.43,3.98,3.55
SCBPL.KA,2025,6,54.89,25875.0,-0.37,58.91,52.97
BAFL.KA,2024,9,50.42,952530.0,-0.17,53.79,46.64
BAFL.KA,2025,5,67.58,1806335.0,-0.22,71.43,57.85
MEBL.KA,2024,10,210.91,1002186.0,0.11,218.8,198.12
MEBL.KA,2025,2,214.58,977246.0,-0.24,225.01,207.51
AKBL.KA,2021,5,13.81,227648.0,0.56,14.87,13.21
BOP.KA,2023,9,2.4,1444703.0,0.24,2.65,2.24
HBL.KA,2025,10,293.82,2376015.0,-0.16,311.71,276.17
UBL.KA,2023,2,75.28,897383.0,-0.13,81.76,70.82
BAFL.KA,2024,2,37.4,1573446.0,0.73,42.27,35.34
MEBL.KA,2022,1,82.14,676132.0,-0.14,85.1,79.71
AKBL.KA,2023,2,13.09,294918.0,-0.49,14.31,12.18
BOP.KA,2021,8,4.38,5905134.0,-0.04,4.8,4.23
FABL.KA,2025,6,57.06,7985220.0,1.61,72.28,45.71
SCBPL.KA,2022,11,10.41,49864.0,0.41,10.99,10.09
MEBL.KA,2023,2,65.83,1210213.0,-0.16,68.33,59.92
NBP.KA,2024,1,23.84,651283.0,-0.84,25.69,21.04
FABL.KA,2024,10,41.9,1875327.0,0.01,45.1,37.09
SILK.KA,2023,10,0.98,1592348.0,-0.39,1.02,0.92
MCB.KA,2025,9,335.98,391188.0,-0.24,342.79,302.02
BAFL.KA,2023,4,19.21,1729187.0,-0.69,20.05,18.87
BOK.KA,2025,11,31.66,16271.0,-0.4,33.65,29.52
BIPL.KA,2026,1,31.54,872738.0,-0.55,32.89,30.12
SILK.KA,2021,9,1.6,4926636.0,-0.95,1.86,1.41
UBL.KA,2023,6,89.37,577593.0,-0.16,93.97,84.96
ABL.KA,2025,4,119.95,72769.0,-0.38,125.85,115.52
MEBL.KA,2026,3,435.4,1465655.0,0.2,463.91,403.55
BOP.KA,2024,1,4.18,13064886.0,-0.63,4.74,3.69
FABL.KA,2023,7,16.29,1727610.0,0.93,18.05,14.38
FABL.KA,2023,8,17.01,2448764.0,-0.44,18.6,14.85
JSBL.KA,2021,5,5.3,982068.0,0.79,6.64,4.91
SBL.KA,2022,6,9.71,60955.0,2.03,10.25,8.3
HMB.KA,2023,8,23.64,709326.0,-0.34,27.62,21.59
HMB.KA,2026,1,113.4,1544900.0,-0.1,118.94,107.95
UBL.KA,2021,12,91.12,1006565.0,-0.76,96.4,88.09
UBL.KA,2023,9,114.91,793787.0,-0.1,119.08,111.04
MEBL.KA,2022,3,78.68,983026.0,-0.16,83.68,74.49
JSBL.KA,2025,4,8.24,1170506.0,-0.36,8.8,7.42
SBL.KA,2023,11,8.09,17432.0,1.55,9.55,6.62
SBL.KA,2025,9,10.02,2000302.0,-0.18,12.78,9.06
HBL.KA,2022,8,66.82,839133.0,-0.29,73.87,60.28
FABL.KA,2023,1,15.51,816351.0,-1.17,17.53,13.88
SNBL.KA,2023,6,5.41,654786.0,0.32,5.73,5.08
JSBL.KA,2026,3,12.2,395128.0,-1.36,14.27,10.2
HMB.KA,2023,5,19.09,443413.0,-0.06,20.46,17.84
ABL.KA,2022,10,39.83,40000.0,-0.02,41.26,38.71
MEBL.KA,2025,7,342.74,1154279.0,-0.06,376.25,329.76
BOK.KA,2026,3,32.35,10461.0,-1.02,36.46,26.24
BIPL.KA,2022,5,8.05,479696.0,-0.12,8.54,7.34
FABL.KA,2024,1,24.41,787993.0,-0.23,25.51,23.07
BOP.KA,2024,9,3.92,3390826.0,-0.41,4.06,3.79
BOP.KA,2025,8,13.0,37430762.0,0.09,14.88,12.21
SNBL.KA,2022,9,5.18,183333.0,0.15,5.41,4.99
BAHL.KA,2022,10,30.41,138345.0,-0.44,31.37,29.81
BAHL.KA,2023,1,29.82,206474.0,-0.55,32.47,27.14
BAHL.KA,2025,12,179.39,313216.0,-0.26,184.71,175.97
SNBL.KA,2024,1,6.51,2429217.0,0.06,7.88,6.15
SCBPL.KA,2025,9,68.92,83306.0,-0.5,73.75,65.03
HBL.KA,2023,9,75.18,1649747.0,-0.62,78.17,71.39
UBL.KA,2025,9,356.43,1126723.0,-0.34,383.49,335.83
BIPL.KA,2025,5,18.19,920538.0,-0.19,18.93,15.93
BIPL.KA,2025,9,34.61,2620997.0,0.37,39.78,30.99
SNBL.KA,2021,11,4.46,89091.0,-0.44,4.73,4.3
SILK.KA,2021,6,1.78,44735205.0,-0.41,2.25,1.52
UBL.KA,2024,10,271.94,1114848.0,0.36,297.57,259.94
MCB.KA,2024,11,219.99,822565.0,-0.02,254.59,207.26
SBL.KA,2022,1,11.92,43068.0,0.37,13.21,11.4
SILK.KA,2021,8,1.75,5155457.0,-0.68,1.91,1.63
BOK.KA,2024,11,10.62,17169.0,-0.32,12.07,9.32
JSBL.KA,2021,11,4.87,215841.0,-0.77,5.19,4.6
SBL.KA,2021,3,6.43,47071.0,-1.63,6.83,6.18
SILK.KA,2023,12,1.14,8478738.0,-0.27,1.38,1.01
SCBPL.KA,2023,11,24.16,61136.0,0.68,26.28,21.61
UBL.KA,2022,1,93.36,559283.0,-0.25,95.73,90.09
ABL.KA,2026,2,182.22,81219.0,-1.26,200.77,162.09
BAHL.KA,2022,1,36.25,357510.0,-0.13,38.94,35.02
BAHL.KA,2025,4,132.69,376288.0,-0.35,140.53,124.65
BIPL.KA,2021,6,7.08,344568.0,-0.23,7.38,6.89
HMB.KA,2024,1,40.47,247739.0,-0.23,43.96,38.08
HBL.KA,2025,12,309.14,1329559.0,-0.11,324.53,300.08
MCB.KA,2023,7,89.0,1461304.0,0.76,100.24,78.09
BAFL.KA,2024,3,41.57,1720445.0,-0.28,43.04,40.16
BAHL.KA,2025,6,142.36,444419.0,0.57,158.32,131.31
BOK.KA,2026,2,34.72,12520.0,-1.41,39.35,29.25
SCBPL.KA,2022,1,15.61,5886.0,0.31,16.81,13.9
ABL.KA,2021,8,39.29,41630.0,-0.05,39.98,38.77
SILK.KA,2022,12,1.02,1639905.0,-1.98,1.17,0.93
SCBPL.KA,2024,9,48.26,35653.0,-0.12,52.7,44.33
ABL.KA,2023,11,58.66,63114.0,1.31,64.94,53.39
BAFL.KA,2021,10,16.3,1732464.0,0.03,17.69,15.19
MEBL.KA,2022,9,80.28,826590.0,-0.8,85.41,74.41
BOK.KA,2025,5,13.19,12171.0,1.46,13.94,11.8
FABL.KA,2025,5,44.62,1331451.0,-0.57,46.37,37.75
SNBL.KA,2022,10,5.27,235341.0,0.72,5.62,4.98
SNBL.KA,2024,8,11.27,3808147.0,0.62,12.92,10.07
SNBL.KA,2025,3,15.24,607870.0,-0.81,16.36,14.75
